sample_id,run_id,channel_id,event_time,t_seconds,value,unit,quality
T-101:V-301:398,T-101,CH-V-301,2026-09-09T12:00:39.800000Z,39.8,0.13155,M-PER-SEC2,good
T-101:V-301:399,T-101,CH-V-301,2026-09-09T12:00:39.900000Z,39.9,0.13204,M-PER-SEC2,good
T-101:V-301:400,T-101,CH-V-301,2026-09-09T12:00:40Z,40.0,0.12866,M-PER-SEC2,good
T-101:V-301:401,T-101,CH-V-301,2026-09-09T12:00:40.100000Z,40.1,0.12579,M-PER-SEC2,good
T-101:V-301:402,T-101,CH-V-301,2026-09-09T12:00:40.200000Z,40.2,0.13209,M-PER-SEC2,good
T-101:V-301:403,T-101,CH-V-301,2026-09-09T12:00:40.300000Z,40.3,0.13208,M-PER-SEC2,good
T-101:V-301:404,T-101,CH-V-301,2026-09-09T12:00:40.400000Z,40.4,0.13524,M-PER-SEC2,good
T-101:V-301:405,T-101,CH-V-301,2026-09-09T12:00:40.500000Z,40.5,0.13159,M-PER-SEC2,good
T-101:V-301:406,T-101,CH-V-301,2026-09-09T12:00:40.600000Z,40.6,0.13711,M-PER-SEC2,good
T-101:V-301:407,T-101,CH-V-301,2026-09-09T12:00:40.700000Z,40.7,0.13696,M-PER-SEC2,good
T-101:V-301:408,T-101,CH-V-301,2026-09-09T12:00:40.800000Z,40.8,0.13357,M-PER-SEC2,good
T-101:V-301:409,T-101,CH-V-301,2026-09-09T12:00:40.900000Z,40.9,0.14012,M-PER-SEC2,good
T-101:V-301:410,T-101,CH-V-301,2026-09-09T12:00:41Z,41.0,0.13626,M-PER-SEC2,good
T-101:V-301:411,T-101,CH-V-301,2026-09-09T12:00:41.100000Z,41.1,0.13568,M-PER-SEC2,good
T-101:V-301:412,T-101,CH-V-301,2026-09-09T12:00:41.200000Z,41.2,0.13966,M-PER-SEC2,good
T-101:V-301:413,T-101,CH-V-301,2026-09-09T12:00:41.300000Z,41.3,0.13939,M-PER-SEC2,good
T-101:V-301:414,T-101,CH-V-301,2026-09-09T12:00:41.400000Z,41.4,0.13695,M-PER-SEC2,good
T-101:V-301:415,T-101,CH-V-301,2026-09-09T12:00:41.500000Z,41.5,0.14296,M-PER-SEC2,good
T-101:V-301:416,T-101,CH-V-301,2026-09-09T12:00:41.600000Z,41.6,0.14143,M-PER-SEC2,good
T-101:V-301:417,T-101,CH-V-301,2026-09-09T12:00:41.700000Z,41.7,0.13949,M-PER-SEC2,good
T-101:V-301:418,T-101,CH-V-301,2026-09-09T12:00:41.800000Z,41.8,0.13669,M-PER-SEC2,good
T-101:V-301:419,T-101,CH-V-301,2026-09-09T12:00:41.900000Z,41.9,0.14501,M-PER-SEC2,good
T-101:V-301:420,T-101,CH-V-301,2026-09-09T12:00:42Z,42.0,0.14455,M-PER-SEC2,good
T-101:V-301:421,T-101,CH-V-301,2026-09-09T12:00:42.100000Z,42.1,0.14531,M-PER-SEC2,good
T-101:V-301:422,T-101,CH-V-301,2026-09-09T12:00:42.200000Z,42.2,0.15041,M-PER-SEC2,good
T-101:V-301:423,T-101,CH-V-301,2026-09-09T12:00:42.300000Z,42.3,0.13757,M-PER-SEC2,good
T-101:V-301:424,T-101,CH-V-301,2026-09-09T12:00:42.400000Z,42.4,0.15142,M-PER-SEC2,good
T-101:V-301:425,T-101,CH-V-301,2026-09-09T12:00:42.500000Z,42.5,0.15245,M-PER-SEC2,good
T-101:V-301:426,T-101,CH-V-301,2026-09-09T12:00:42.600000Z,42.6,0.14495,M-PER-SEC2,good
T-101:V-301:427,T-101,CH-V-301,2026-09-09T12:00:42.700000Z,42.7,0.15263,M-PER-SEC2,good
T-101:V-301:428,T-101,CH-V-301,2026-09-09T12:00:42.800000Z,42.8,0.14694,M-PER-SEC2,good
T-101:V-301:429,T-101,CH-V-301,2026-09-09T12:00:42.900000Z,42.9,0.14683,M-PER-SEC2,good
T-101:V-301:430,T-101,CH-V-301,2026-09-09T12:00:43Z,43.0,0.15082,M-PER-SEC2,good
T-101:V-301:431,T-101,CH-V-301,2026-09-09T12:00:43.100000Z,43.1,0.15827,M-PER-SEC2,good
T-101:V-301:432,T-101,CH-V-301,2026-09-09T12:00:43.200000Z,43.2,0.15384,M-PER-SEC2,good
T-101:V-301:433,T-101,CH-V-301,2026-09-09T12:00:43.300000Z,43.3,0.15345,M-PER-SEC2,good
T-101:V-301:434,T-101,CH-V-301,2026-09-09T12:00:43.400000Z,43.4,0.15707,M-PER-SEC2,good
T-101:V-301:435,T-101,CH-V-301,2026-09-09T12:00:43.500000Z,43.5,0.15248,M-PER-SEC2,good
T-101:V-301:436,T-101,CH-V-301,2026-09-09T12:00:43.600000Z,43.6,0.1606,M-PER-SEC2,good
T-101:V-301:437,T-101,CH-V-301,2026-09-09T12:00:43.700000Z,43.7,0.16154,M-PER-SEC2,good
T-101:V-301:438,T-101,CH-V-301,2026-09-09T12:00:43.800000Z,43.8,0.15824,M-PER-SEC2,good
T-101:V-301:439,T-101,CH-V-301,2026-09-09T12:00:43.900000Z,43.9,0.15466,M-PER-SEC2,good
T-101:V-301:440,T-101,CH-V-301,2026-09-09T12:00:44Z,44.0,0.16185,M-PER-SEC2,good
T-101:V-301:441,T-101,CH-V-301,2026-09-09T12:00:44.100000Z,44.1,0.15981,M-PER-SEC2,good
T-101:V-301:442,T-101,CH-V-301,2026-09-09T12:00:44.200000Z,44.2,0.16171,M-PER-SEC2,good
T-101:V-301:443,T-101,CH-V-301,2026-09-09T12:00:44.300000Z,44.3,0.16411,M-PER-SEC2,good
T-101:V-301:444,T-101,CH-V-301,2026-09-09T12:00:44.400000Z,44.4,0.16233,M-PER-SEC2,good
T-101:V-301:445,T-101,CH-V-301,2026-09-09T12:00:44.500000Z,44.5,0.1583,M-PER-SEC2,good
T-101:V-301:446,T-101,CH-V-301,2026-09-09T12:00:44.600000Z,44.6,0.16734,M-PER-SEC2,good
T-101:V-301:447,T-101,CH-V-301,2026-09-09T12:00:44.700000Z,44.7,0.16375,M-PER-SEC2,good
T-101:V-301:448,T-101,CH-V-301,2026-09-09T12:00:44.800000Z,44.8,0.16456,M-PER-SEC2,good
T-101:V-301:449,T-101,CH-V-301,2026-09-09T12:00:44.900000Z,44.9,0.16622,M-PER-SEC2,good
T-101:V-301:450,T-101,CH-V-301,2026-09-09T12:00:45Z,45.0,0.1658,M-PER-SEC2,good
T-101:V-301:451,T-101,CH-V-301,2026-09-09T12:00:45.100000Z,45.1,0.16796,M-PER-SEC2,good
T-101:V-301:452,T-101,CH-V-301,2026-09-09T12:00:45.200000Z,45.2,0.16666,M-PER-SEC2,good
T-101:V-301:453,T-101,CH-V-301,2026-09-09T12:00:45.300000Z,45.3,0.16596,M-PER-SEC2,good
T-101:V-301:454,T-101,CH-V-301,2026-09-09T12:00:45.400000Z,45.4,0.16527,M-PER-SEC2,good
T-101:V-301:455,T-101,CH-V-301,2026-09-09T12:00:45.500000Z,45.5,0.16601,M-PER-SEC2,good
T-101:V-301:456,T-101,CH-V-301,2026-09-09T12:00:45.600000Z,45.6,0.16739,M-PER-SEC2,good
T-101:V-301:457,T-101,CH-V-301,2026-09-09T12:00:45.700000Z,45.7,0.17246,M-PER-SEC2,good
T-101:V-301:458,T-101,CH-V-301,2026-09-09T12:00:45.800000Z,45.8,0.1684,M-PER-SEC2,good
T-101:V-301:459,T-101,CH-V-301,2026-09-09T12:00:45.900000Z,45.9,0.16977,M-PER-SEC2,good
T-101:V-301:460,T-101,CH-V-301,2026-09-09T12:00:46Z,46.0,0.17037,M-PER-SEC2,good
T-101:V-301:461,T-101,CH-V-301,2026-09-09T12:00:46.100000Z,46.1,0.17315,M-PER-SEC2,good
T-101:V-301:462,T-101,CH-V-301,2026-09-09T12:00:46.200000Z,46.2,0.17411,M-PER-SEC2,good
T-101:V-301:463,T-101,CH-V-301,2026-09-09T12:00:46.300000Z,46.3,0.17929,M-PER-SEC2,good
T-101:V-301:464,T-101,CH-V-301,2026-09-09T12:00:46.400000Z,46.4,0.16803,M-PER-SEC2,good
T-101:V-301:465,T-101,CH-V-301,2026-09-09T12:00:46.500000Z,46.5,0.17264,M-PER-SEC2,good
T-101:V-301:466,T-101,CH-V-301,2026-09-09T12:00:46.600000Z,46.6,0.17596,M-PER-SEC2,good
T-101:V-301:467,T-101,CH-V-301,2026-09-09T12:00:46.700000Z,46.7,0.16856,M-PER-SEC2,good
T-101:V-301:468,T-101,CH-V-301,2026-09-09T12:00:46.800000Z,46.8,0.18105,M-PER-SEC2,good
T-101:V-301:469,T-101,CH-V-301,2026-09-09T12:00:46.900000Z,46.9,0.17503,M-PER-SEC2,good
T-101:V-301:470,T-101,CH-V-301,2026-09-09T12:00:47Z,47.0,0.17313,M-PER-SEC2,good
T-101:V-301:471,T-101,CH-V-301,2026-09-09T12:00:47.100000Z,47.1,0.17978,M-PER-SEC2,good
T-101:V-301:472,T-101,CH-V-301,2026-09-09T12:00:47.200000Z,47.2,0.16914,M-PER-SEC2,good
T-101:V-301:473,T-101,CH-V-301,2026-09-09T12:00:47.300000Z,47.3,0.17802,M-PER-SEC2,good
T-101:V-301:474,T-101,CH-V-301,2026-09-09T12:00:47.400000Z,47.4,0.17424,M-PER-SEC2,good
T-101:V-301:475,T-101,CH-V-301,2026-09-09T12:00:47.500000Z,47.5,0.17808,M-PER-SEC2,good
T-101:V-301:476,T-101,CH-V-301,2026-09-09T12:00:47.600000Z,47.6,0.17985,M-PER-SEC2,good
T-101:V-301:477,T-101,CH-V-301,2026-09-09T12:00:47.700000Z,47.7,0.18172,M-PER-SEC2,good
T-101:V-301:478,T-101,CH-V-301,2026-09-09T12:00:47.800000Z,47.8,0.18077,M-PER-SEC2,good
T-101:V-301:479,T-101,CH-V-301,2026-09-09T12:00:47.900000Z,47.9,0.18701,M-PER-SEC2,good
T-101:V-301:480,T-101,CH-V-301,2026-09-09T12:00:48Z,48.0,0.18029,M-PER-SEC2,good
T-101:V-301:481,T-101,CH-V-301,2026-09-09T12:00:48.100000Z,48.1,0.17923,M-PER-SEC2,good
T-101:V-301:482,T-101,CH-V-301,2026-09-09T12:00:48.200000Z,48.2,0.18505,M-PER-SEC2,good
T-101:V-301:483,T-101,CH-V-301,2026-09-09T12:00:48.300000Z,48.3,0.18086,M-PER-SEC2,good
T-101:V-301:484,T-101,CH-V-301,2026-09-09T12:00:48.400000Z,48.4,0.18287,M-PER-SEC2,good
T-101:V-301:485,T-101,CH-V-301,2026-09-09T12:00:48.500000Z,48.5,0.16793,M-PER-SEC2,good
T-101:V-301:486,T-101,CH-V-301,2026-09-09T12:00:48.600000Z,48.6,0.18358,M-PER-SEC2,good
T-101:V-301:487,T-101,CH-V-301,2026-09-09T12:00:48.700000Z,48.7,0.18201,M-PER-SEC2,good
T-101:V-301:488,T-101,CH-V-301,2026-09-09T12:00:48.800000Z,48.8,0.18102,M-PER-SEC2,good
T-101:V-301:489,T-101,CH-V-301,2026-09-09T12:00:48.900000Z,48.9,0.18049,M-PER-SEC2,good
T-101:V-301:490,T-101,CH-V-301,2026-09-09T12:00:49Z,49.0,0.18619,M-PER-SEC2,good
T-101:V-301:491,T-101,CH-V-301,2026-09-09T12:00:49.100000Z,49.1,0.17611,M-PER-SEC2,good
T-101:V-301:492,T-101,CH-V-301,2026-09-09T12:00:49.200000Z,49.2,0.19449,M-PER-SEC2,good
T-101:V-301:493,T-101,CH-V-301,2026-09-09T12:00:49.300000Z,49.3,0.1877,M-PER-SEC2,good
T-101:V-301:494,T-101,CH-V-301,2026-09-09T12:00:49.400000Z,49.4,0.18514,M-PER-SEC2,good
T-101:V-301:495,T-101,CH-V-301,2026-09-09T12:00:49.500000Z,49.5,0.19067,M-PER-SEC2,good
T-101:V-301:496,T-101,CH-V-301,2026-09-09T12:00:49.600000Z,49.6,0.18514,M-PER-SEC2,good
T-101:V-301:497,T-101,CH-V-301,2026-09-09T12:00:49.700000Z,49.7,0.18119,M-PER-SEC2,good
T-101:V-301:498,T-101,CH-V-301,2026-09-09T12:00:49.800000Z,49.8,0.18805,M-PER-SEC2,good
T-101:V-301:499,T-101,CH-V-301,2026-09-09T12:00:49.900000Z,49.9,0.17884,M-PER-SEC2,good
T-101:V-301:500,T-101,CH-V-301,2026-09-09T12:00:50Z,50.0,0.18677,M-PER-SEC2,good
T-101:V-301:501,T-101,CH-V-301,2026-09-09T12:00:50.100000Z,50.1,0.18895,M-PER-SEC2,good
T-101:V-301:502,T-101,CH-V-301,2026-09-09T12:00:50.200000Z,50.2,0.18671,M-PER-SEC2,good
T-101:V-301:503,T-101,CH-V-301,2026-09-09T12:00:50.300000Z,50.3,0.17982,M-PER-SEC2,good
T-101:V-301:504,T-101,CH-V-301,2026-09-09T12:00:50.400000Z,50.4,0.18566,M-PER-SEC2,good
T-101:V-301:505,T-101,CH-V-301,2026-09-09T12:00:50.500000Z,50.5,0.18455,M-PER-SEC2,good
T-101:V-301:506,T-101,CH-V-301,2026-09-09T12:00:50.600000Z,50.6,0.1824,M-PER-SEC2,good
T-101:V-301:507,T-101,CH-V-301,2026-09-09T12:00:50.700000Z,50.7,0.17691,M-PER-SEC2,good
T-101:V-301:508,T-101,CH-V-301,2026-09-09T12:00:50.800000Z,50.8,0.18084,M-PER-SEC2,good
T-101:V-301:509,T-101,CH-V-301,2026-09-09T12:00:50.900000Z,50.9,0.18322,M-PER-SEC2,good
T-101:V-301:510,T-101,CH-V-301,2026-09-09T12:00:51Z,51.0,0.18887,M-PER-SEC2,good
T-101:V-301:511,T-101,CH-V-301,2026-09-09T12:00:51.100000Z,51.1,0.19452,M-PER-SEC2,good
T-101:V-301:512,T-101,CH-V-301,2026-09-09T12:00:51.200000Z,51.2,0.18781,M-PER-SEC2,good
T-101:V-301:513,T-101,CH-V-301,2026-09-09T12:00:51.300000Z,51.3,0.18198,M-PER-SEC2,good
T-101:V-301:514,T-101,CH-V-301,2026-09-09T12:00:51.400000Z,51.4,0.18317,M-PER-SEC2,good
T-101:V-301:515,T-101,CH-V-301,2026-09-09T12:00:51.500000Z,51.5,0.18832,M-PER-SEC2,good
T-101:V-301:516,T-101,CH-V-301,2026-09-09T12:00:51.600000Z,51.6,0.18656,M-PER-SEC2,good
T-101:V-301:517,T-101,CH-V-301,2026-09-09T12:00:51.700000Z,51.7,0.18565,M-PER-SEC2,good
T-101:V-301:518,T-101,CH-V-301,2026-09-09T12:00:51.800000Z,51.8,0.18497,M-PER-SEC2,good
T-101:V-301:519,T-101,CH-V-301,2026-09-09T12:00:51.900000Z,51.9,0.18817,M-PER-SEC2,good
T-101:V-301:520,T-101,CH-V-301,2026-09-09T12:00:52Z,52.0,0.19162,M-PER-SEC2,good
T-101:V-301:521,T-101,CH-V-301,2026-09-09T12:00:52.100000Z,52.1,0.18364,M-PER-SEC2,good
T-101:V-301:522,T-101,CH-V-301,2026-09-09T12:00:52.200000Z,52.2,0.18396,M-PER-SEC2,good
T-101:V-301:523,T-101,CH-V-301,2026-09-09T12:00:52.300000Z,52.3,0.18496,M-PER-SEC2,good
T-101:V-301:524,T-101,CH-V-301,2026-09-09T12:00:52.400000Z,52.4,0.18135,M-PER-SEC2,good
T-101:V-301:525,T-101,CH-V-301,2026-09-09T12:00:52.500000Z,52.5,0.17505,M-PER-SEC2,good
T-101:V-301:526,T-101,CH-V-301,2026-09-09T12:00:52.600000Z,52.6,0.18419,M-PER-SEC2,good
T-101:V-301:527,T-101,CH-V-301,2026-09-09T12:00:52.700000Z,52.7,0.17963,M-PER-SEC2,good
T-101:V-301:528,T-101,CH-V-301,2026-09-09T12:00:52.800000Z,52.8,0.18653,M-PER-SEC2,good
T-101:V-301:529,T-101,CH-V-301,2026-09-09T12:00:52.900000Z,52.9,0.18226,M-PER-SEC2,good
T-101:V-301:530,T-101,CH-V-301,2026-09-09T12:00:53Z,53.0,0.18656,M-PER-SEC2,good
T-101:V-301:531,T-101,CH-V-301,2026-09-09T12:00:53.100000Z,53.1,0.178,M-PER-SEC2,good
T-101:V-301:532,T-101,CH-V-301,2026-09-09T12:00:53.200000Z,53.2,0.18463,M-PER-SEC2,good
T-101:V-301:533,T-101,CH-V-301,2026-09-09T12:00:53.300000Z,53.3,0.17461,M-PER-SEC2,good
T-101:V-301:534,T-101,CH-V-301,2026-09-09T12:00:53.400000Z,53.4,0.18325,M-PER-SEC2,good
T-101:V-301:535,T-101,CH-V-301,2026-09-09T12:00:53.500000Z,53.5,0.17877,M-PER-SEC2,good
T-101:V-301:536,T-101,CH-V-301,2026-09-09T12:00:53.600000Z,53.6,0.1825,M-PER-SEC2,good
T-101:V-301:537,T-101,CH-V-301,2026-09-09T12:00:53.700000Z,53.7,0.17758,M-PER-SEC2,good
T-101:V-301:538,T-101,CH-V-301,2026-09-09T12:00:53.800000Z,53.8,0.18082,M-PER-SEC2,good
T-101:V-301:539,T-101,CH-V-301,2026-09-09T12:00:53.900000Z,53.9,0.17977,M-PER-SEC2,good
T-101:V-301:540,T-101,CH-V-301,2026-09-09T12:00:54Z,54.0,0.17893,M-PER-SEC2,good
T-101:V-301:541,T-101,CH-V-301,2026-09-09T12:00:54.100000Z,54.1,0.1787,M-PER-SEC2,good
T-101:V-301:542,T-101,CH-V-301,2026-09-09T12:00:54.200000Z,54.2,0.18259,M-PER-SEC2,good
T-101:V-301:543,T-101,CH-V-301,2026-09-09T12:00:54.300000Z,54.3,0.17428,M-PER-SEC2,good
T-101:V-301:544,T-101,CH-V-301,2026-09-09T12:00:54.400000Z,54.4,0.18069,M-PER-SEC2,good
T-101:V-301:545,T-101,CH-V-301,2026-09-09T12:00:54.500000Z,54.5,0.17406,M-PER-SEC2,good
T-101:V-301:546,T-101,CH-V-301,2026-09-09T12:00:54.600000Z,54.6,0.17904,M-PER-SEC2,good
T-101:V-301:547,T-101,CH-V-301,2026-09-09T12:00:54.700000Z,54.7,0.1825,M-PER-SEC2,good
T-101:V-301:548,T-101,CH-V-301,2026-09-09T12:00:54.800000Z,54.8,0.17101,M-PER-SEC2,good
T-101:V-301:549,T-101,CH-V-301,2026-09-09T12:00:54.900000Z,54.9,0.16574,M-PER-SEC2,good
T-101:V-301:550,T-101,CH-V-301,2026-09-09T12:00:55Z,55.0,0.17333,M-PER-SEC2,good
T-101:V-301:551,T-101,CH-V-301,2026-09-09T12:00:55.100000Z,55.1,0.1698,M-PER-SEC2,good
T-101:V-301:552,T-101,CH-V-301,2026-09-09T12:00:55.200000Z,55.2,0.16984,M-PER-SEC2,good
T-101:V-301:553,T-101,CH-V-301,2026-09-09T12:00:55.300000Z,55.3,0.16997,M-PER-SEC2,good
T-101:V-301:554,T-101,CH-V-301,2026-09-09T12:00:55.400000Z,55.4,0.16869,M-PER-SEC2,good
T-101:V-301:555,T-101,CH-V-301,2026-09-09T12:00:55.500000Z,55.5,0.175,M-PER-SEC2,good
T-101:V-301:556,T-101,CH-V-301,2026-09-09T12:00:55.600000Z,55.6,0.17335,M-PER-SEC2,good
T-101:V-301:557,T-101,CH-V-301,2026-09-09T12:00:55.700000Z,55.7,0.17288,M-PER-SEC2,good
T-101:V-301:558,T-101,CH-V-301,2026-09-09T12:00:55.800000Z,55.8,0.17633,M-PER-SEC2,good
T-101:V-301:559,T-101,CH-V-301,2026-09-09T12:00:55.900000Z,55.9,0.16493,M-PER-SEC2,good
T-101:V-301:560,T-101,CH-V-301,2026-09-09T12:00:56Z,56.0,0.15829,M-PER-SEC2,good
T-101:V-301:561,T-101,CH-V-301,2026-09-09T12:00:56.100000Z,56.1,0.17349,M-PER-SEC2,good
T-101:V-301:562,T-101,CH-V-301,2026-09-09T12:00:56.200000Z,56.2,0.16666,M-PER-SEC2,good
T-101:V-301:563,T-101,CH-V-301,2026-09-09T12:00:56.300000Z,56.3,0.16496,M-PER-SEC2,good
T-101:V-301:564,T-101,CH-V-301,2026-09-09T12:00:56.400000Z,56.4,0.15822,M-PER-SEC2,good
T-101:V-301:565,T-101,CH-V-301,2026-09-09T12:00:56.500000Z,56.5,0.15915,M-PER-SEC2,good
T-101:V-301:566,T-101,CH-V-301,2026-09-09T12:00:56.600000Z,56.6,0.16566,M-PER-SEC2,good
T-101:V-301:567,T-101,CH-V-301,2026-09-09T12:00:56.700000Z,56.7,0.16209,M-PER-SEC2,good
T-101:V-301:568,T-101,CH-V-301,2026-09-09T12:00:56.800000Z,56.8,0.1544,M-PER-SEC2,good
T-101:V-301:569,T-101,CH-V-301,2026-09-09T12:00:56.900000Z,56.9,0.15798,M-PER-SEC2,good
T-101:V-301:570,T-101,CH-V-301,2026-09-09T12:00:57Z,57.0,0.16428,M-PER-SEC2,good
T-101:V-301:571,T-101,CH-V-301,2026-09-09T12:00:57.100000Z,57.1,0.16442,M-PER-SEC2,good
T-101:V-301:572,T-101,CH-V-301,2026-09-09T12:00:57.200000Z,57.2,0.16002,M-PER-SEC2,good
T-101:V-301:573,T-101,CH-V-301,2026-09-09T12:00:57.300000Z,57.3,0.16851,M-PER-SEC2,good
T-101:V-301:574,T-101,CH-V-301,2026-09-09T12:00:57.400000Z,57.4,0.1615,M-PER-SEC2,good
T-101:V-301:575,T-101,CH-V-301,2026-09-09T12:00:57.500000Z,57.5,0.16356,M-PER-SEC2,good
T-101:V-301:576,T-101,CH-V-301,2026-09-09T12:00:57.600000Z,57.6,0.16121,M-PER-SEC2,good
T-101:V-301:577,T-101,CH-V-301,2026-09-09T12:00:57.700000Z,57.7,0.15876,M-PER-SEC2,good
T-101:V-301:578,T-101,CH-V-301,2026-09-09T12:00:57.800000Z,57.8,0.15047,M-PER-SEC2,good
T-101:V-301:579,T-101,CH-V-301,2026-09-09T12:00:57.900000Z,57.9,0.14887,M-PER-SEC2,good
T-101:V-301:580,T-101,CH-V-301,2026-09-09T12:00:58Z,58.0,0.15118,M-PER-SEC2,good
T-101:V-301:581,T-101,CH-V-301,2026-09-09T12:00:58.100000Z,58.1,0.15398,M-PER-SEC2,good
T-101:V-301:582,T-101,CH-V-301,2026-09-09T12:00:58.200000Z,58.2,0.15238,M-PER-SEC2,good
T-101:V-301:583,T-101,CH-V-301,2026-09-09T12:00:58.300000Z,58.3,0.15299,M-PER-SEC2,good
T-101:V-301:584,T-101,CH-V-301,2026-09-09T12:00:58.400000Z,58.4,0.15091,M-PER-SEC2,good
T-101:V-301:585,T-101,CH-V-301,2026-09-09T12:00:58.500000Z,58.5,0.15195,M-PER-SEC2,good
T-101:V-301:586,T-101,CH-V-301,2026-09-09T12:00:58.600000Z,58.6,0.15304,M-PER-SEC2,good
T-101:V-301:587,T-101,CH-V-301,2026-09-09T12:00:58.700000Z,58.7,0.14891,M-PER-SEC2,good
T-101:V-301:588,T-101,CH-V-301,2026-09-09T12:00:58.800000Z,58.8,0.14717,M-PER-SEC2,good
T-101:V-301:589,T-101,CH-V-301,2026-09-09T12:00:58.900000Z,58.9,0.13831,M-PER-SEC2,good
T-101:V-301:590,T-101,CH-V-301,2026-09-09T12:00:59Z,59.0,0.14984,M-PER-SEC2,good
T-101:V-301:591,T-101,CH-V-301,2026-09-09T12:00:59.100000Z,59.1,0.14338,M-PER-SEC2,good
T-101:V-301:592,T-101,CH-V-301,2026-09-09T12:00:59.200000Z,59.2,0.14221,M-PER-SEC2,good
T-101:V-301:593,T-101,CH-V-301,2026-09-09T12:00:59.300000Z,59.3,0.14774,M-PER-SEC2,good
T-101:V-301:594,T-101,CH-V-301,2026-09-09T12:00:59.400000Z,59.4,0.14722,M-PER-SEC2,good
T-101:V-301:595,T-101,CH-V-301,2026-09-09T12:00:59.500000Z,59.5,0.1457,M-PER-SEC2,good
T-101:V-301:596,T-101,CH-V-301,2026-09-09T12:00:59.600000Z,59.6,0.14597,M-PER-SEC2,good
T-101:V-301:597,T-101,CH-V-301,2026-09-09T12:00:59.700000Z,59.7,0.13812,M-PER-SEC2,good
T-101:V-301:598,T-101,CH-V-301,2026-09-09T12:00:59.800000Z,59.8,0.14047,M-PER-SEC2,good
T-101:V-301:599,T-101,CH-V-301,2026-09-09T12:00:59.900000Z,59.9,0.13867,M-PER-SEC2,good
T-101:V-301:600,T-101,CH-V-301,2026-09-09T12:01:00Z,60.0,0.14598,M-PER-SEC2,good
T-101:AUX-401:0,T-101,CH-AUX-401,2026-09-09T12:00:00Z,0.0,4.97819,V,good
T-101:AUX-401:1,T-101,CH-AUX-401,2026-09-09T12:00:00.100000Z,0.1,4.97556,V,good
T-101:AUX-401:2,T-101,CH-AUX-401,2026-09-09T12:00:00.200000Z,0.2,4.97843,V,good
T-101:AUX-401:3,T-101,CH-AUX-401,2026-09-09T12:00:00.300000Z,0.3,4.97743,V,good
T-101:AUX-401:4,T-101,CH-AUX-401,2026-09-09T12:00:00.400000Z,0.4,4.97638,V,good
T-101:AUX-401:5,T-101,CH-AUX-401,2026-09-09T12:00:00.500000Z,0.5,4.97802,V,good
T-101:AUX-401:6,T-101,CH-AUX-401,2026-09-09T12:00:00.600000Z,0.6,4.97917,V,good
T-101:AUX-401:7,T-101,CH-AUX-401,2026-09-09T12:00:00.700000Z,0.7,4.9769,V,good
T-101:AUX-401:8,T-101,CH-AUX-401,2026-09-09T12:00:00.800000Z,0.8,4.97434,V,good
T-101:AUX-401:9,T-101,CH-AUX-401,2026-09-09T12:00:00.900000Z,0.9,4.97857,V,good
T-101:AUX-401:10,T-101,CH-AUX-401,2026-09-09T12:00:01Z,1.0,4.97725,V,good
T-101:AUX-401:11,T-101,CH-AUX-401,2026-09-09T12:00:01.100000Z,1.1,4.97529,V,good
T-101:AUX-401:12,T-101,CH-AUX-401,2026-09-09T12:00:01.200000Z,1.2,4.97648,V,good
T-101:AUX-401:13,T-101,CH-AUX-401,2026-09-09T12:00:01.300000Z,1.3,4.97803,V,good
T-101:AUX-401:14,T-101,CH-AUX-401,2026-09-09T12:00:01.400000Z,1.4,4.97899,V,good
T-101:AUX-401:15,T-101,CH-AUX-401,2026-09-09T12:00:01.500000Z,1.5,4.9806,V,good
T-101:AUX-401:16,T-101,CH-AUX-401,2026-09-09T12:00:01.600000Z,1.6,4.97894,V,good
T-101:AUX-401:17,T-101,CH-AUX-401,2026-09-09T12:00:01.700000Z,1.7,4.98089,V,good
T-101:AUX-401:18,T-101,CH-AUX-401,2026-09-09T12:00:01.800000Z,1.8,4.97913,V,good
T-101:AUX-401:19,T-101,CH-AUX-401,2026-09-09T12:00:01.900000Z,1.9,4.98173,V,good
T-101:AUX-401:20,T-101,CH-AUX-401,2026-09-09T12:00:02Z,2.0,4.98169,V,good
T-101:AUX-401:21,T-101,CH-AUX-401,2026-09-09T12:00:02.100000Z,2.1,4.98243,V,good
T-101:AUX-401:22,T-101,CH-AUX-401,2026-09-09T12:00:02.200000Z,2.2,4.98492,V,good
T-101:AUX-401:23,T-101,CH-AUX-401,2026-09-09T12:00:02.300000Z,2.3,4.98096,V,good
T-101:AUX-401:24,T-101,CH-AUX-401,2026-09-09T12:00:02.400000Z,2.4,4.97803,V,good
T-101:AUX-401:25,T-101,CH-AUX-401,2026-09-09T12:00:02.500000Z,2.5,4.98217,V,good
T-101:AUX-401:26,T-101,CH-AUX-401,2026-09-09T12:00:02.600000Z,2.6,4.98474,V,good
T-101:AUX-401:27,T-101,CH-AUX-401,2026-09-09T12:00:02.700000Z,2.7,4.98315,V,good
T-101:AUX-401:28,T-101,CH-AUX-401,2026-09-09T12:00:02.800000Z,2.8,4.98425,V,good
T-101:AUX-401:29,T-101,CH-AUX-401,2026-09-09T12:00:02.900000Z,2.9,4.97953,V,good
T-101:AUX-401:30,T-101,CH-AUX-401,2026-09-09T12:00:03Z,3.0,4.98213,V,good
T-101:AUX-401:31,T-101,CH-AUX-401,2026-09-09T12:00:03.100000Z,3.1,4.98596,V,good
T-101:AUX-401:32,T-101,CH-AUX-401,2026-09-09T12:00:03.200000Z,3.2,4.98695,V,good
